Botanical Name;Height;Spread;Spacing;USDA Hardiness Zone;Bloom Color;Common Name;Soil Moisture Preference;Exposure;Flowering Months;Attracts Wildlife;Extra Attributes;Deer Resistant;Foliage Color;Growth Rate;Salt Tolerance;Season of Interest;Phytoremediation
Phlox subulata 'Emerald Pink';6 in; ; ;3-9;Pink;Moss phlox;Moist to Dry;Full Sun to Partial Shade;May,April;Butterflies,Pollinators;Ground Cover,Interesting Foliage,Evergreen,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing; ;Green;Medium;Medium;Fall,Summer,Spring,Winter; ;
Physostegia virginiana;3-4 ft;2-3 ft; ;3-9;Pink;Obedient plant;Moist to Wet;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;Rain Garden,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming,Favorite;Deer Resistant;Green;Fast;Medium;Summer,Spring; ;
Physostegia virginiana 'Vivid';2 ft;12-18 in;18 in;3-9;Pink;Obedient plant;Moist to Wet;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;Naturalizing,Favorite,Cut Flower,Rain Garden,Clay Soil;Deer Resistant;Green;Fast;Medium;Summer,Spring; ;
Polemonium reptans;12-18 in;12-18 in;24 in;4-8;Blue;Jacobs ladder;Moist to Wet;Full Shade to Partial Shade;May;Pollinators;Rain Garden,Naturalizing,Favorite,East-Coast Native,Bog;Deer Resistant;Green; ; ;Summer,Spring; ;
Pycnanthemum flexuosum;2-3 Feet;3-4 ft;2 ft;5-8;White;Appalachian Mountain Mint;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Pollinators;Rain Garden,Fragrant,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Pycnanthemum incanum;3-4 Feet;2-3 ft;2 ft;5-8;White;Hoary mountain mint;Dry to Moist;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Dried Flower,Rock Garden,Cut Flower,Naturalizing,Clay Soil,Rain Garden,Long Blooming,Fragrant;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Pycnanthemum muticum;2-3 ft;2 ft;2 ft;4-8;Pink, White;Short-toothed mountain mint;Moist;Full Sun to Partial Shade;September,August;Pollinators,Butterflies;Interesting Foliage,Fragrant,Drought Tolerant,Rain Garden,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum tenuifolium;2-3 ft;2-3 ft;2 ft;4-8;White;Slender Mountain Mint;Moist,Well-Drained,Dry,Dry to Moist;Full Sun,Full Sun to Partial Shade,Partial Shade;September,August,July;Pollinators,Butterflies;Naturalizing,Interesting Foliage,Fragrant,East-Coast Native,Drought Tolerant,Dried Flower,Rock Garden,Clay Soil;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum virginianum;2-3 ft;12-18 in;18-24 in;3 - 7;White;American mountain mint;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Rain Garden,Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,East-Coast Native; ;Green;Medium; ;Summer,Spring; ;
Ratibida pinnata;2-5 ft;2 ft;2-3 ft;3-10;Bright Yellow;Grey-Headed Coneflower;Moist to Dry;Full Sun;August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Clay Soil,Rain Garden,Naturalizing; ;Green;Fast; ;Summer; ;
Rudbeckia fulgida 'Goldsturm';2-3 ft;2 ft;2 ft;4-9;Yellow;Black Eyed Susan;Moist to Dry;Full Sun to Partial Shade;August,July,September;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Rock Garden,Cut Flower,Naturalizing,Clay Soil,Long Blooming,Favorite,East-Coast Native; ;Green; ; ;Summer,Spring; ;
Rudbeckia fulgida v. deamii;3 ft;2 ft;2 ft;4-9;Yellow Orange;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Songbirds,Pollinators; ; ;Green; ; ; ; ;
Rudbeckia fulgida v. deamii 'American Gold Rush PP#28498';18-24 in;2 ft;2 ft;3-9;Yellow Orange;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Container,Clay Soil,Reblooming,Naturalizing,Long Blooming;Deer Resistant;Green;Fast;Medium;Summer,Spring,Fall; ;
Rudbeckia fulgida v. fulgida;2-3 ft;1-2 ft;2 ft;5-9;Yellow;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,East-Coast Native; ;Green; ; ;Summer,Spring; ;
Rudbeckia grandiflora 'Sundance';3-4 ft;2-3 ft;2-3 ft;5 - 8;Bright Yellow;Sundance rough coneflower;Moist;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming,Drought Tolerant;Deer Resistant;Green;Fast;High;Fall,Summer,Spring; ;
Rudbeckia hirta;2-3 ft;1-2 ft;2 ft;3-9;Yellow;Sweet black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Medium;Summer,Spring,Fall; ;
Rudbeckia laciniata;3-8 ft;2-4 ft;3 ft;4-9;Yellow;Green-headed coneflower;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Cut Flower,Rain Garden,Coastal,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Low; ; ;
Rudbeckia laciniata 'Autumn Sun';4-7 ft;3-4 ft;18 Inches;4-9;Yellow;Autumn Sun cut-leaf coneflower;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Cut Flower,Rain Garden,Coastal,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Low; ; ;
Rudbeckia maxima;6-8 ft;3-4 ft;4 ft;5-9;Yellow;Giant coneflower;Moist to Dry;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Rain Garden,Clay Soil,Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Rudbeckia subtomentosa;2-6 Feet;1-2 Feet;24-36 in;4-9;Yellow;Sweet coneflower;Moist to Wet;Full Sun to Partial Shade;October,September,August,July;Butterflies,Songbirds,Pollinators;Long Blooming,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Rudbeckia triloba;2-5 ft;2-3 ft;3 ft;4-8;Yellow;Brown-eyed Susan;Moist to Dry;Full Sun to Partial Shade;August,July,September;Butterflies,Songbirds,Pollinators;Naturalizing,Drought Tolerant; ;Green;Fast; ;Summer; ;
Ruellia humilis;1-2 ft;1 ft;18 in;4-8;Pink;Wild petunia;Moist to Dry;Full Sun;July,June,August;Pollinators,Hummingbirds,Butterflies;Drought Tolerant;Deer Resistant;Green;Medium; ;Summer; ;
Salvia lyrata 'Purple Knockout';18 in;12-15 in;12-24 in;4-9;Blue;Purple Knockout lyre-leaf sage;Dry to Moist;Full Sun to Partial Shade;July,June;Butterflies,Songbirds,Pollinators,Hummingbirds;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Ground Cover,Interesting Foliage,East-Coast Native;Deer Resistant;Purple;Fast; ;Spring,Fall,Summer; ;
Salvia nemorosa 'Caradonna';1-2 ft;1-2 ft;2 ft;4 - 8;Purple;Caradonna sage;Dry to Moist;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia nemorosa 'East Freisland';12-18 in;9-12 in;12-18 in;4 - 8;Blue Violet;East Freisland sage;Dry to Moist;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Reblooming,Long Blooming;Deer Resistant;Green;Medium;Low;Summer; ;
Salvia nemorosa 'Wesuwe';12-18 in;12-18 in;18-24 in;3 - 8;Purple;Wesuwe meadow sage;Dry to Moist;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'Blue Hill';18-24 in;12-18 in;18-24 in;4 - 8;Light Blue; ;Dry to Moist;Full Sun;June,May;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'May Night';18-24 in;12-18 in; ;4 - 8;Purple;May Night wood sage;Dry to Moist;Full Sun;June,May;Pollinators,Hummingbirds,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'Snow Hill';18-24 in;12-18 in;18-24 in;4 - 8;White;Snow Hill wood sage;Dry to Moist;Full Sun;June,May;Pollinators,Butterflies;Drought Tolerant,Cut Flower,Container,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Sanguisorba officinalis;30-36 in;24-36 in;24 in;4 - 8;Purple Red;Greater burnet;Moist;Full Sun;June,May;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Naturalizing,Interesting Foliage,Drought Tolerant;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Scutellaria incana;2-3 ft;1-2 ft;2 ft;4-9;Lavender-Blue;hoary skull cap;Dry to Moist;Light Shade;September,August,July;Pollinators,Hummingbirds;Naturalizing,Drought Tolerant,Coastal,Clay Soil;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Sedum cauticola 'Lidakense';3-4 in;8-12 in;8 in;4 - 11;Rose;Lidakense stonecrop;Dry to Moist;Full Sun;September,August;Pollinators,Butterflies;Evergreen,Drought Tolerant,Container,Rock Garden,Clay Soil,Long Blooming,Ground Cover,Interesting Foliage;Deer Resistant;Gray-Green;Slow; ;Spring,Winter,Fall,Summer; ;
Sedum sieboldii;6-12 in;10-12 in;12 in;3 - 9;Pink;October stonecrop, October daphne;Dry to Moist;Full Sun;October,September;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Container,Clay Soil,Rock Garden,Ground Cover;Deer Resistant;Gray-Green,Blue-Green;Medium;Low;Fall,Summer,Spring; ;
Sedum spectabile 'Autumn Joy';18-24 in;18-24 in;18-24 in;3 - 9;Rose;Autumn Joy stonecrop;Dry to Moist;Full Sun;October,September;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Coastal,Clay Soil,Rock Garden,Naturalizing; ;Gray-Green;Medium;Low;Fall,Summer,Spring; ;
Sedum ternatum;2-3 in;6-12 in;8 in;3-9;White;three-leaved stone crop;Moist to Dry;Full Shade to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Ground Cover,Drought Tolerant;Deer Resistant;Green;Medium; ;Spring,Fall,Summer; ;
Senecio aureus;1-2 ft;1 ft;18 in;4-9;Yellow;Golden ragwort;Moist to Wet;Partial Shade;May;Pollinators,Butterflies;Ground Cover,East-Coast Native,Cut Flower,Bog,Rain Garden;Deer Resistant;Green;Medium; ;Summer,Spring,Fall; ;
Silene caroliniana;1 ft;9-12 in;12-18 in;4-8;Pink;Wild pink;Well-Drained,Dry to Moist;Full Sun to Partial Shade;June,May;Pollinators,Butterflies;Rock Garden,Naturalizing,Ground Cover,Drought Tolerant; ;Green;Medium; ;Spring,Fall,Summer; ;
Silene virginica;1-2 ft;1-2 ft;18-24 in;4-8;Red;Fire pink;Moist to Dry;Partial Shade;June,May;Pollinators,Hummingbirds,Butterflies;Ground Cover,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing; ;Green; ; ; ; ;
Silphium laciniatum;5-9 ft;2-3 ft;2-3 ft;3 - 8;Yellow;Compass plant;Average;Full Sun;September,August,July;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Silphium perfoliatum;4-10 ft;4-6 ft; ;4-8;Yellow;Cup plant;Moist to Dry;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Drought Tolerant,Clay Soil,Rain Garden,Bog,Naturalizing,East-Coast Native; ;Green;Medium; ;Summer,Spring; ;
Silphium terebinthinaceum;3-10 ft;1-3 ft;2-3 ft;4 - 8;Yellow;Prairie dock;Average; ;September,August,July;Butterflies,Pollinators;Interesting Foliage,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Sisyrinchium angustifolium 'Lucerne';10-12 in;6-12 in;12 in;5-9;Blue;Blue-eyed grass;Moist to Dry;Full Sun to Partial Shade;June,May;Pollinators,Songbirds;Rain Garden,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Bog,Ground Cover,Interesting Foliage;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Sisyrinchium angustifolium 'Suwannee';8-12 in;12-18 in;18 in;6-9;Blue;Blue-eyed grass;Moist to Dry;Full Sun to Partial Shade;June,May; ;Bog,Naturalizing,Ground Cover,East-Coast Native,Rain Garden,Drought Tolerant;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Solidago bicolor;1-3 ft;1 ft;12-18 in;3 - 8;White;silverrod;Dry to Moist;Full Sun to Partial Shade;October,September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming,Ground Cover;Deer Resistant; ;Medium;Medium;Summer,Spring,Fall; ;
Solidago caesia;2-3 ft;1-2 ft;2 ft;4-8;Yellow;Blue-stem goldenrod;Moist to Dry;Full Shade to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Solidago flexicaulis;3 ft;1-2 ft;2-3 ft;2-9;Yellow;Zig-zag goldenrod;Dry;Full Shade to Partial Shade;October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green; ; ; ; ;
Solidago graminifolia;2-4 ft;1-2 ft;2 ft;3-9;Yellow;Grass-leaved goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium; ;Fall,Summer,Spring; ;
Solidago nemoralis;6-30 in;6-30 in;12-30 in;3-9;Yellow;Prairie goldenrod;Dry;Full Sun;November,October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium; ; ; ;
Solidago rigida;2-5 ft;1-2 ft;2-3 ft;3-9;Yellow;Stiff goldenrod;Moist to Dry;Full Sun;October,September;Songbirds,Pollinators,Butterflies;Naturalizing,Cut Flower,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Fall,Summer; ;
Solidago rigida ssp. humilis 'Golden Rockets';2 ft;2 ft;2-3 ft;3 - 9;Yellow;Golden Rockets goldenrod;Dry to Moist;Full Sun;October,September;Pollinators,Butterflies;Dried Flower,Cut Flower,Container,Clay Soil,Rock Garden,Naturalizing,Drought Tolerant; ;Green;Medium;High; ; ;
Solidago rugosa 'Fireworks';3-4 ft;2-3 ft;3-4 ft;4-9;Yellow;Wrinkle-leaf goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Long Blooming,Rain Garden,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Solidago speciosa;3-5 ft;2-3 ft;36-48 in;3-8;Yellow;Showy goldenrod;Moist to Dry;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Stachys officinalis;18-24 in;12-18 in;18-24 in;4 - 8;Red Violet;Bishop's wort;Moist;Full Sun;August,July;Pollinators,Hummingbirds,Butterflies;Container,Clay Soil,Naturalizing,Long Blooming,Ground Cover,Cut Flower;Deer Resistant; ; ; ;Summer,Spring; ;
Stachys officinalis 'Hummello';18-24 in;18-24 in;12-18 in;4 - 8;Red Violet;Hummello betony;Moist/Well-Drained;Full Sun to Partial Shade;September,August,July;Pollinators,Hummingbirds,Butterflies;Ground Cover,Interesting Foliage,Evergreen,Long Blooming;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Stachys x 'Summer Crush';24-30 in;1-2 ft;12-18 in;4-9;Pink, White;Summer Crush betony;Dry to Moist;Full Sun to Partial Shade;July,June;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Reblooming,Container,Long Blooming,Clay Soil,Ground Cover,Interesting Foliage,Favorite;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Stylophorum diphyllum;1-2 ft;1 ft;18-24 in;4-9;Yellow;Celandine poppy;Moist;Partial Shade to Full Shade;April;Pollinators,Butterflies;Ground Cover,East-Coast Native,Drought Tolerant,Rain Garden,Bog,Rock Garden,Naturalizing;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Thalictrum rochebrunianim;4-6 ft;2 ft;2-3 ft;4-7;Purple;Meadow rue;Moist;Full Sun to Partial Shade;September,August,July;Pollinators,Butterflies;Favorite,Drought Tolerant,Cut Flower,Clay Soil,Long Blooming,Interesting Foliage;Deer Resistant;Blue-Green;Fast; ;Summer,Spring; ;
Thermopsis villosa;5 ft;2-3 ft; ;4-9;Yellow;Carolina lupine;Moist to Dry;Full Sun;July,June; ;Drought Tolerant; ;Blue-Green; ; ; ; ;
Tiarella 'New Moon Motley';8-12 in;12-24 in;12-18 in;4-8;White;New Moon Motley foam flower;Moist/Well-Drained;Full Shade to Partial Shade;May,April;Pollinators;Naturalizing,Ground Cover,Evergreen,Drought Tolerant,Clay Soil;Deer Resistant;Green;Medium; ;Winter,Fall,Summer,Spring; ;
Tiarella cordifolia;6-12 Inches;1-2 ft;24-36 in;4-9;White;Creeping foam flower;Moist;Full Shade to Partial Shade;April,May;Pollinators,Butterflies;Naturalizing,Ground Cover,East-Coast Native; ;Green;Medium; ;Summer,Spring,Winter,Fall; ;
Tiarella cordifolia wherryi;10 Inches;10 in;20-24 in;5-7;White;Foam flower;Moist;Full Shade to Partial Shade;May,April;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Bog,Naturalizing,Ground Cover,Interesting Foliage; ;Green;Medium; ;Fall,Summer,Spring; ;
Tradescantia ohiensis;2-4 ft;2-3 ft; ;5-8;Light Blue;Ohio spiderwort;Moist to Wet;Partial Shade to Full Sun;September,August,July,June;Butterflies,Pollinators;Rain Garden,Favorite,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Blue-Green;Medium; ;Summer,Spring; ;
Tradescantia ohiensis 'Mrs. Loewer';2-3 ft;1-2 ft;18-24 in;3-8;Light Blue;Ohio Spiderwort;Dry to Moist;Sun/Light Shade;September,August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Green;Fast;Low;Fall,Summer,Spring; ;
Tradescantia virginiana;2-3 ft;1-2 ft;18-24 in;4-9;Lavender;Spider lily;Moist;Full Sun to Partial Shade;July,June,May;Hummingbirds,Butterflies;Favorite,East-Coast Native,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Fast; ;Fall,Summer,Spring; ;
Verbena bonariensis;2-4 ft;18-36 in;1 ft;7 - 11;Purple;purpletop vervain;Moist;Full Sun to Partial Shade;August,July,June,October,September;Pollinators,Butterflies;Dried Flower,Cut Flower,Container,Reblooming,Clay Soil,Naturalizing,Long Blooming,Drought Tolerant; ;Blue-Green;Fast;Medium;Spring,Fall,Summer; ;
Verbena hastata;2-6 ft;1-2 ft;18-24 in;3-9;Purple;Blue vervain;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;Favorite,East-Coast Native,Rain Garden,Dried Flower,Cut Flower,Bog,Naturalizing,Long Blooming; ;Green;Fast;Medium;Summer,Spring; ;
Vernonia glauca;3-5 ft;2-4 ft;3 ft;6-8;Purple;Upland ironweed;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Pollinators;Rock Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower; ;Green;Medium; ;Spring,Summer; ;
Vernonia lettermannii 'Iron Butterfly';2-3 ft;2-3 ft;2-4 ft;4-9;Purple;Iron Butterfly ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;Rain Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden;Deer Resistant;Green;Fast; ;Fall,Summer,Spring; ;
Vernonia noveborecensis;4-8 ft;2-4 ft;2-4 ft;5-9;Purple;New York ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August,July;Butterflies,Pollinators;Long Blooming,East-Coast Native,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring; ;
Veronicastrum virginicum;4-8 ft;2-3 ft;2-3 ft;3-8;White;Culver root;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Rain Garden,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Green;Medium; ;Summer,Spring; ;
Viola sororia;4-6 in;6 in;6-8 in;3-7;Blue, White;Meadow Violet;Moist to Dry;Partial Shade;July,June,May,April,August;Pollinators,Butterflies;Evergreen,East-Coast Native,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Ground Cover;Deer Resistant;Green;Fast; ;Spring,Summer; ;
Viola striata;8-12 in;8-12 in;12-18 in;4 - 7;Cream, Purple;Striped cream violet;Moist to Wet;Partial Shade;May,April,June;Butterflies;East-Coast Native,Clay Soil,Bog;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Waldsteinia fragarioides;3-6 in;12 in;18-24 in;4-7;Yellow;Barren strawberry;Moist;Full Sun to Partial Shade;May,April;Pollinators;Evergreen,East-Coast Native,Drought Tolerant,Clay Soil,Naturalizing,Bog,Ground Cover,Interesting Foliage;Deer Resistant;Green;Medium; ;Summer,Spring,Winter,Fall; ;
Zizia aptera;1-3 Feet;1-2 ft;18-24 in;3-8;Yellow;Heartleaf Alexander's;Moist to Dry;Full Sun to Partial Shade;July,June,May;Butterflies,Pollinators;Rock Garden,Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil; ;Green; ; ;Spring,Summer; ;
Zizia aureus;1-3 ft;1-2 ft;18-24 in;3-9;Yellow;Golden Alexander's;Moist to Wet;Full Sun to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil,Bog,Rock Garden; ;Green; ;Medium;Winter,Summer,Spring; ;
